match_id,participant_id,teamId,puuid,champion,lane,win,gold10,xp10,cs10,goldEarned,gold_diff_10,cs_diff_10,xp_diff_10,turret_damage,solo_kills,damage_taken_per_death,jungle_cs_diff_10,level_diff_10,kill_participation,objective_damage,Ct_raw,Ct_norm
KR_7575326298,2,100,KHj8Z35xdBKjpfjckPKu8h6Ad_S_Wd_qrB78bRYeF8fKzi0JHvvRuT-ZOLjPIv4Vn3x7nmGuUdiL8A,Lillia,JUNGLE,0,4049,2944,46,17499,1654,-4.299999999999997,-113.09999999999991,0,0,0,0,0,0,0,413.5,0.9140963237667757
KR_7575326298,3,100,Jp1U9jN8WfF_2heEwLSVyqcao_4MNJAdX2wvgVJZAlf5X0t07xzsn-fSB17-wzScIkuKnQRJ0EdDJA,Qiyana,MIDDLE,0,3436,3924,62,14384,1654,11.700000000000003,866.9000000000001,0,0,0,0,0,0,0,633.1500000000001,1.399641676232025
KR_7575326298,4,100,wgJc181hwU1RwG2u9BALq_9M0gfqwRSdZpkZf09A-mj13P9M8T097Nxiwj8wh33CvMa4W-JQAE12xA,Ezreal,BOTTOM,0,2802,3220,66,18372,1654,15.700000000000003,162.9000000000001,0,0,0,0,0,0,0,376.235,0.831720509700682
KR_7575326298,5,100,77f65m-oV2o8B9oMkBotv30myVk4YASVNBDPY8-9brJY4jYHBPfvjb9zhpkkX53iAKvl1y--O3utLA,Leona,BOTTOM,0,3237,1457,6,11358,1654,-44.3,-1600.1,0,0,0,0,0,0,0,-82.51499999999999,-0.18236521961155525
KR_7575326298,6,200,1jrn3p7euGPmH5s2x8IFTtzmdXBnA_qa0qeOfiLOrFQfh6yx63x5rZZ67pHD7ehaEF3wiAmFGbHNGQ,Gwen,TOP,1,2764,3810,61,20051,-1654,10.700000000000003,752.9000000000001,0,0,0,0,0,0,0,-260.78,-0.5764273286815192
KR_7575326298,7,200,SW-d-OWnYifXRrifVioHx1O1qZVwvVZcNMhWmbXUNtLO4sQjVSMIt5_ATSWLUebMW8zr8mwWIRElWg,Ivern,JUNGLE,1,2984,2888,57,14070,-1654,6.700000000000003,-169.0999999999999,0,0,0,0,0,0,0,-413.5,-0.9140211653693993
KR_7575326298,8,200,5AoxW4S89_BDoMa7V2lW7vOiO9uoQE08KuYBl6ZynLhSIJ5S6jUpxBTOxAJcdv5lfwJt2gz_pmHNww,Yasuo,MIDDLE,1,3742,3403,60,18863,-1654,9.700000000000003,345.9000000000001,0,0,0,0,0,0,0,-324.59999999999997,-0.7175040616400087
KR_7575326298,9,200,wpjNtkZCe9N_CaYsQcphpzSNFqOWnX9woboOlqM4SYhXhd0MuCaJDecPn01hp5oRxfdlsAEyoTSEKw,Kaisa,BOTTOM,1,3670,3533,79,22345,-1654,28.700000000000003,475.9000000000001,0,0,0,0,0,0,0,-203.21499999999997,-0.44917753029926544
KR_7575326298,10,200,KstbacHwQqHAoVPq57hAU4hL8DT0m3YFmyDvkOSEcMs9js_pPIeLJY-SN7weOcFlcsZcxv-X6fygpA,Alistar,BOTTOM,1,2265,1740,11,11544,-1654,-39.3,-1317.1,0,0,0,0,0,0,0,-671.865,-1.4851476164947535
KR_7575540080,1,100,a4NyUtjCqsOXKHs2Hb2HvUboTCuxx7G1Uzrkeq_liZBHpDvzSjmieejs0e74sN3j6NSSUdvyW5H-zQ,Rumble,TOP,0,3036,4480,70,14565,1539,14.899999999999999,1168.3000000000002,0,0,0,0,0,0,0,621.3900000000001,1.4076828664421062
